item,location,week,year,units
20052773004,3220,18,2023,2.414
20052773004,3220,19,2023,2.265
20052773004,3220,20,2023,2.14
20052773004,3220,21,2023,2.49
20052773004,3220,22,2023,2.917
20052773004,3220,23,2023,2.386
20052773004,3220,24,2023,1.977
20052773004,3220,25,2023,2.249
20052773004,3220,26,2023,2.486
20052773004,3220,27,2023,2.445
20052773004,3220,28,2023,2.207
20052773004,3220,29,2023,2.352
20052773004,3220,30,2023,0.647
20052773004,3220,31,2023,0.725
20052773004,3220,32,2023,0.0
20052773004,3220,33,2023,0.0
20052773004,3220,34,2023,0.0
20052773004,3220,35,2023,0.0
20052773004,3220,36,2023,0.0
20052773004,3220,37,2023,0.0
20052773004,3220,38,2023,0.0
20052773004,3220,39,2023,0.0
20052773004,3220,40,2023,0.0
20052773004,3220,41,2023,0.0
20052773004,3220,42,2023,0.0
20052773004,3220,43,2023,0.0
20052773004,3220,44,2023,0.0
20052773004,3220,45,2023,0.0
20052773004,3220,46,2023,0.0
20052773004,3220,47,2023,0.0
20052773004,3220,48,2023,0.0
20052773004,3220,49,2023,0.0
20052773004,3220,50,2023,0.0
20052773004,3220,51,2023,0.0
20052773004,3220,52,2023,0.0
20052773004,3220,1,2024,0.0
20052773004,3220,2,2024,0.0
20052773004,3220,3,2024,0.0
20052773004,3220,4,2024,0.0
20052773004,3220,5,2024,0.0
20052773004,3220,6,2024,0.0
20052773004,3220,7,2024,0.0
20052773004,3220,8,2024,0.0
20052773004,3220,9,2024,0.0
20052773004,3220,10,2024,0.0
20052773004,3220,11,2024,0.0
20052773004,3220,12,2024,0.0
20052773004,3220,13,2024,0.0
20052773004,3220,14,2024,0.0
20052773004,3220,15,2024,0.0
20052773004,3220,16,2024,0.0
20052773004,3220,17,2024,0.0
